name,logo,web_url,description,High school type,address,phone,email
Uni Göttingen,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-goettingen/GA-Uni-Goe-rectangle.png,,"The University of Göttingen, founded in 1737, sees itself as an internationally important research university with a focus on the research -based teaching.It has a broad fan fold in the humanities, natural sciences and in the profile areas. With the development of innovative courses, a systematic internationalization of the courses and targeted measures to ensure quality assurance, Georg-August-Universität strengthens the Study location in Göttingen.Around 30,000 young people are currently studying here.",State University,Uni Göttingen Wilhelmsplatz 1 37073 Göttingen,,
Module University Vienna,https://static.studycheck.de/media/images/institute_logos/rectangle/modul-uni/mu-vienna.jpg,,,,Modul University Vienna Am Kahlenberg 1 1190 Wien,,
FH CAMPUS 02,https://static.studycheck.de/media/images/institute_logos/rectangle/campus02/campus02.jpg,,"Campus 02 University of Applied Sciences, Based in Graz, Austria, is a Business University that Trains Academic Entrepreneurs as Well as Specialist and Managers for the Economy.The University Offers Academic Training and Scientifically Based Further Education for Those Interested In Education In The Local Area, as well as Transfer and R & D Services with a Focus on the Needs of Styrian Companies, i.e. in Cooperation With Other Educational and Research Institutions.",State university,FH CAMPUS 02 Körblergasse 126 8010 Graz,,
DHBW - Baden-Wuerttemberg Cooperative State University,https://static.studycheck.de/media/images/institute_logos/rectangle/dhbw/dhbw.png,,"The Baden-Württemberg (DHBW) dual school is the first state dual university in Germany.Formerly known as a vocational academy of Baden-Württemberg, the DHBW has been running the successful concept with changing theory and practical phases since March 1, 2009. In cooperation with approx. 9,000 companies and social institutions, Technology, social affairs and health offered.At the DHBW Center for Advanced Studies, professional master's programs are also possible.",State university,DHBW - Duale Hochschule Baden-Württemberg Friedrichstraße 14 70174 Stuttgart,,
Lauder Business School,https://static.studycheck.de/media/images/institute_logos/rectangle/lbs/lbs.jpg,,,State university,Lauder Business School Hofzeile 18-20 1190 Wien,,
Fulda University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/ba-fulda/ba-fulda.jpg,,"The private vocational academy Fulda - University of Cooperative Education will offer economics Bachelor's courses in the organizational form of the vocational academy on October 1st.Our courses ""SME management"", ""Smart Production and Digital Management"" and ""Industrial Engineering"" have successfully completed the reak loan or accreditation by ZEVA and received state recognition from the Ministry of Science and Art.The courses ""Smart Production and Digital Management"" and ""Industrial Engineering"" are offered for the first time at the beginning of the course in October 2018.Theory and practice should not be suddenly side by side, but should be coordinated and intertwined.That is why the practice -oriented range of courses is embedded in a close network of the city and the district of Fulda and finds broad support in top -class regionally located companies.",Private academy,Berufsakademie Fulda Rabanusstr. 40 36037 Fulda,,
Kempten University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-kempten/kempten_rectangle.jpg,http://www.hochschule-kempten.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"With 46 Bachelor's and Master's Degree Programs, Our Faculties of Business Administration, Electrical Engineering, Computer Science, Mechanical Engineering, Tourism Management and Social & Health Offer A Wide Range of Options.opportunities to ensure that student life is not neglected - Beautiful Nature, Great Leisure Activities in Every Season and a Diverse Range of Cultural Activities, not only in Kempten, but especialy in the Allgäu.study abroad for a semester or gain an extra portion of practiceExperience?This is therefore possible as part of the international orientation.Practical relevance i.e. plays on important role.Interdisciplinary Research, Application Oriented and Dual Study Options and Last But not Least, to Excellent Economic Region with Numerous Attractive Companies Round Off The University's Offering.There are Currently Over 5.500 People Studying at Kempten University.You too can be one of them in the future!",,Hochschule Kempten Bahnhofstraße 61 87435 Kempten,+49 (0)831 2523-308,studienberatung@hs-kempten.de
Steinbeis School of International Business and Entrepreneurship (SIBE),https://static.studycheck.de/media/images/institute_logos/rectangle/sibe/sibe.png,http://www.steinbeis-sibe.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The School of International Business and Entrepreneurship (Sibe) is the Graduate School for Leadership & Management at the Steinbeis University, based in Herrenberg and is headed by Prof. Dr.Dr.h.c.Werner G. Faix and Prof. Dr.Stefanie Kisgen.With master study programs since 1994, currently over 800 students, over 4,800 successful graduates and over 350 partner companies, Sibe is its competent partner for management & business leadership and thus for innovation, growth and globalization.",Private academy,Steinbeis School of International Business and Entrepreneurship (SIBE) Kalkofenstr. 53 71083 Herrenberg,+49 (0)7032 9458-0,info@steinbeis-sibe.de
Kaiserslautern University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-kl/hs-kl.jpg,https://www.hs-kl.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The Kaiserslautern University of Applied Sciences sees itself as a modern university for applied sciences and design.Over 6200 students from around 80 nations and around 160 professors learn, teach and research in five departments at the study locations in Kaiserslautern, Pirmasens and Zweibrücken.The two university locations in Pirmasens and Zweibrücken were created as conversion projects in which formerly military facilities were given to civilian use.Investments in modern equipment were particularly important here.The merging of two locations on the site of the former worsted spinning mill was currently carried out in Kaiserslautern.With an investment of around 140 million euros, the Rhineland-Palatinate state government implemented the most extensive construction project that ever took place in Rhineland-Palatinate as part of the university building.",State university,Hochschule Kaiserslautern Schoenstr.11 67659 Kaiserslautern,+49 (0)631 3724-0,presse@hs-kl.de
Hanover University of Applied Sciences (FHDW),https://static.studycheck.de/media/images/institute_logos/rectangle/fhdw-hannover/fhdw-hannover.jpg,https://www.fhdw-hannover.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The FHDW Hannover is a State-Recognized Private University that Offers Business Administration and Information Technology Courses.The Bachelor's Courses Last Around 3.5 Years and Comprise 210 ECTS.Theoretical phase at the University Alternate with Practical Phases that the Students Spend in Partner Companies, which Guarantees A High Degree of Practical Relevance.Master's Course in Six Specializations and a Doctoral Course Round Off The Profile.the Motto ""Study Better"" is live at all levels.Small Study Groups Enable Intensive Work on Current Content.The Lecturers Are Naturally Available to Talk to Outside of the Lectures.The Focus of All Offers is Preparing Students for Their Careers.The Study Concept Ensures Early and Close Contact with Companies, from which Graduates and Companies Benefit with Regard to Job or Personnel Searches.",,Fachhochschule für die Wirtschaft Hannover (FHDW) Freundallee 15 30173 Hannover,,
Hochschule Bielefeld,https://static.studycheck.de/media/images/institute_logos/rectangle/hsbi/hochschule_bielefeld_rectangle.jpg,http://www.hsbi.de/,"The Bielefeld University of Applied Sciences is the largest University of Applied Sciences in Ostwestfalen-Lippe (OWL) with more than 10,000 students. It offers courses in design, architecture and construction, engineering, computer science and mathematics, economics, social sciences at locations in Bielefeld, Minden and GüterslohAs well as care and health.The teaching is practice -oriented.With our range of courses we address different interest groups: young people who have just graduated from school, people who are at work and want to further qualify without giving up their jobs, or people who want to combine an academic with a vocational training.Various models have been developed for this: in addition to the ""normal"" full -time course, there are practical, training -integrated and part -time courses.",State university,Hochschule Bielefeld Interaktion 1 33619 Bielefeld,+49 (0)521 10601,info@hsbi.de
HdBA - University of the Federal Employment Agency,https://static.studycheck.de/media/images/institute_logos/rectangle/hdba/hdba.jpg,,"The HDBA is a state -recognized University of Applied Sciences.Students are qualified as experts in terms of advice for education, work and employment as well as labor market management.In addition to the courses that the university offers, it also devotes itself to research on advisory -specific and labor market -related topics and organizes further scientific training for the employees of the Federal Employment Agency.",Private university,HdBA - Hochschule der Bundesagentur für Arbeit Seckenheimer Landstr. 16 68163 Mannheim,,
HfG - University of Art and Design Schwäbisch Gmünd,https://static.studycheck.de/media/images/institute_logos/rectangle/hfg-gmuend/hfg-gmuend.jpg,,"Design is an innovative discipline with scientific, social and technical references for the HFG Schwäbisch Gmünd.It helps to influence cultural, technical and economic developments responsibly and sustainably.The university deliberately dispenses with artistic or handicraft requirements in the mediation of design basics.On the other hand, all four study programs rely on scientific knowledge and the rational justice of design decisions. The intensive and interdisciplinary basic training is precise.It determines the specific curricular model of the HFG and is an essential guarantee for the high quality of the design course in Schwäbisch Gmünd.Here the prerequisite for solution competence for future design tasks is created: a reliable repertoire of methods, formal aesthetic experiences and techniques.In basic training, the laws of space and space, light and color, time and movement are systematically examined.",State university,HfG - Hochschule für Gestaltung Schwäbisch Gmünd Rektor-Klaus-Str. 100 73525 Schwäbisch Gmünd,,
Touro University in Berlin,https://static.studycheck.de/media/images/institute_logos/rectangle/touro-berlin/64ad0aeae3d6c_logo-berlin-1.jpg,,"American University in Berlin Touro University in Berlin is a Campus of the Jewish-American Touro University.The Touro College and University System was Founded 50 Years Ago and Today Teaches Over 19,000 Students Annually at 36 Locations in Four Countries.at Touro Berlin, You Will Acquire Globally Recognized and Accredited University Degrees (Middle States Commission on Higher Education) in Small SeminarGroups with individual support in the following degree programs: Bachelor of Science in Business Managementbachelor of Science in Cybersecuritybachelor of Arts in Psychology Master of Business Administration Master of Arts in General Psychology Master of Arts in Holocaust Studies (unique in Germany)Benefit (double degree in business management and psychology).We also offer unique internship opportunities, participation in research projects and semesters abroad in New York (River Campus at Times Square).",Private university,Touro University in Berlin Am Rupenhorn 5 14055 Berlin,,
University of Applied Sciences Aachen,,,"With over 14,000 Students, Around 2,000 Graduates Each Year, 10 Departments, Around 100 Degree Programs, 14 In-House and Five Affiliated Institutes, and Four Competence Platforms, The FH Aachen With Its TWO Locations in Aachen and Jülich is one of the Largest andMost Important Universities of Applied Sciences in Germany.The FH Aachen offers a degree that prepares excellent work in modern and future -oriented professions.In addition to the classic MINT areas of mathematics, computer science, natural sciences and technology, the university's range of courses also covers economics, architecture and design.The Bachelor and Master courses also offer an increasing selection of market-friendly dual courses.",State university,FH Aachen Bayernallee 11 52066 Aachen,,
University of Passau,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-passau/uni-passau.jpg,https://www.uni-passau.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The University of Passau stands for excellent research and excellent study conditions, on a multi -award -winning campus in the heart of Europe, in one of the most beautiful cities in Germany.Over 11,000 students from over 100 countries study at five faculties in the areas of language, culture, teaching, media, law, society, business/management, digitization, computer science and mathematics.Special features are the interdisciplinary offers that combine various departments in a course of study. Due to regular top positions in national and international rankings, such as the Times Higher Education ranking and the CHE ranking, the university enjoys a very good reputation.With around 260 partner universities abroad as well as a wide and subject -specific foreign language offering, the university sets a strong international focus.Students and graduates benefit from a global network for life.",State University,Uni Passau Innstraße 41 94032 Passau,+49 (0)851 509-1154,
University of Flensburg,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-flensburg/uni-flensburg.jpg,https://www.uni-flensburg.de/?mtm_campaign=studycheck&mtm_kwd=profil&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Germany's northernmost university is a young university in a generous, with natural areas of the area of ​​natural areas, in the middle of the German-Danish borderland.With around 6,000 students in 16 courses, the European University of Flensburg offers a family atmosphere and good care conditions.The focus of the Euf is in the areas of teacher training, educational and socialization research, interdisciplinary European sciences as well as environmental sciences / sustainable development. With autumn and spring semesters, their semester times fit those of their over 100 partner universities all over the world.People from around 90 nations study and work on the Flensburg campus, approximately one of 15 students of the Euf has a foreign passport and the border situation also offers ideal conditions for a European university that live the European dream of understanding and encounterWant to research reality.",State University,Uni Flensburg Auf dem Campus 1 24943 Flensburg,+49 (0)461 805 2193,studienberatung@uni-flensburg.de
KHSB Berlin,https://static.studycheck.de/media/images/institute_logos/rectangle/khsb-berlin/KHSB_Logo_rectangle_2024.png,,"The Catholic University of Applied Sciences Offers Students A Solid Academic Education That Is Strong in Research, Practical and Personality Building at the Same Time.It is a Place Where Teaching and Learning Means Engaging in Dialogue to Find SatisFactory Answers - Openly, Critical and with Mutual Respect.As a church university, it is committed to showing solidarity with those whose opportunities for participation and development are limited.Its aim is to encourage Students to Engage in Scientifically Sound and Ethically Reflected Discourse on Clarifying and Defending the Humane Foundations of our Society.AS A State Recognized University Run by the Archdiocese of Berlin, It is Open to Students of All WorldViews.It Inspires Students to Take Different Perspective on the World, to Sharpen their own judgments, to uncover social contradictions and to reflect on the possibilities and limits of academic knowledge.",,KHSB Berlin Köpenicker Allee 39-57 10318 Berlin,,
Anhalt University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-anhalt/hs-anhalt_rectangle.png,https://www.hs-anhalt.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Knowledge smithy with a strong practical relevance: The Anhalt University of Applied Sciences with its three locations in Köthen, Bernburg and Dessau-Roßlau in the middle of Saxony-Anhalt The seven departments stands a wide-ranging portfolio of innovative research and teaching in more than 80 bachelor and master's programs as well as further scientific training at the highest levelReady, which can also be seen nationwide and internationally.The workshops and laboratories, courses, module, certificate offers and workshops offer the right academic expertise for almost all requirements.In addition, the best quality of study and life for over 6,000 students, of whom 2,500 come from over 160 countries.The clear concept of the Anhalt University of Applied Sciences is convincing, because it consistently brings about science, innovation, internationality and practical relevance.",State university,Hochschule Anhalt Bernburger Str. 55 06366 Köthen,+49 (0)3496 670,info@hs-anhalt.de
PHWT Vechta/Diepholz,https://static.studycheck.de/media/images/institute_logos/rectangle/phwt-vechta/phwt-vechta.jpg,,"The PHWT is based on a private initiative of representatives of the economy who set themselves the goal of opening up a practice -oriented qualification offer in the region of northwest Germany more than 20 years ago.It is a state-recognized university and only offers dual training and professional bachelor and master's courses in cooperation with approx. 200 partner companies.7 shareholders.""Dual studying"" at the PHWT means that the students are both a university degree and have close contact with practice during their entire studies.This is achieved, among other things, by studying at the university in a rhythm of 10 to 12 weeks and working in a company.",Private university,PHWT Vechta/Diepholz Rombergstraße 40 49377 Vechta,,
Evangelical University of Social Work & Diaconia,https://static.studycheck.de/media/images/institute_logos/rectangle/evh-hamburg/evh-hamburg.jpg,,"The Evangelical University for Social Work & Diakonie has been training social workers since 1971.Their degrees are recognized by the state (Bachelor, Master) and church (deacon degree).It is by the Ev.-Luth.Church in Northern Germany and the Free and Hanseatic City of Hamburg financed.Ev.The University of Applied Sciences is the Rauhe Haus with the Board of Directors as a supervisory committee.University learn and teach over 600 students, 21 full -time teachers and 88 lecturers.This size enables intensive research in manageable groups.",Church university,Evangelische Hochschule für Soziale Arbeit & Diakonie Beim Rauhen Hause 21 22111 Hamburg,,
Weissensee Academy of Art Berlin,https://static.studycheck.de/media/images/institute_logos/rectangle/kh-berlin/kh-berlin.jpg,,,,Weißensee Kunsthochschule Berlin Bühringstraße 20 10115 Berlin,,
FHD - Dresden University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/fh-dresden/fhd_logo_rectangle_neu.png,http://fh-dresden.eu?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The State Recognized Dresden University of Applied Sciences is a private University that Stands for Practical Relevance and Application Orientation in Teaching and Research.We offer you the Highest Quality of Teaching: Our degree programs are accredited with top marks.Here, you are not just a registration number;Your individual support is our focus.At the FHD, You Study in Small Groups and in Close Contact With Your Professors.Our Range of Courses is aimed at People with a wide variety of individual educational and professional backgrounds.Applicants are not assessed according to a minimum grade point average, but rather the individual cv of ever and every person is recognized.No Matter Where You Are Right Now, It All Depends on Where You Want To Go.With your studies at the FHD, we will get you to your goal.",,FHD - Fachhochschule Dresden Güntzstraße 1 01069 Dresden,info@fh-dresden.eu,
University of Halle,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-halle/uni-halle.jpg,http://www.uni-halle.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Studying in Hall Means Studying at a Full University.The MLU Offers a Wide Variety of Study Options.The Main Academic Areas of Social Sciences and Humanities, Natural Sciences and Medicine Are Divided Into Individual Faculties.With the Exception of a FEW Degree Programs With State Examination Qualifications, The University of Hall Has Has Study Programs to the New, Modularized Form and AccordinglyTo the Bachelor's and Master's Degrees.",,Uni Halle Universitätsplatz 11 06108 Halle (Saale),3455521308,ssc@uni-halle.de
Rhein-Neckar Academy of Administration and Economics,https://static.studycheck.de/media/images/institute_logos/rectangle/vwa-rn/vwa-rn.jpg,,"The VWA has been successfully involved in further training for more than 50 years.It provides specialists and managers from business and administration in part-time courses and seminars the necessary skills for successful work and thus offers an alternative to university training. The VWA Rhein-Neckar is a non-profit organization, supported by cities and companies in the region.",Private academy,Verwaltungs- und Wirtschafts-Akademie Rhein-Neckar e.V. Heinrich-Lanz-Str. 19 - 21 68165 Mannheim,,
University of Vienna,https://static.studycheck.de/media/images/institute_logos/rectangle/webster-uni/webster.jpg,,,Private university,Webster University Vienna Praterstr. 23 1020 Wien,,
Kehl University of Public Administration,https://static.studycheck.de/media/images/institute_logos/rectangle/hochschule-kehl/hochschule-kehl.jpg,,"The University of Public Administration in Kehl is one of the most renowned facilities of this kind in Germany.It was founded in 1971 and expanded in the 1980s.At the moment, 44 full-time professors and around 250 lecturers are teaching. In the Bachelor's degree and the master's degree in European administrative management, the part-time master's program Public Management and the Franco-German master's program Management of clusters and regional networks are currently enrolled.With the Bachelor's degree, formed exclusively for activities in the public service.Their main task is to train civil servants for the high administrative service of the country, the municipality, the districts and the other corporations under the supervision of the country, institutions and foundations from public law.She shares this task with the University of Public Administration and Finance Ludwigsburg, with which she closely cooperates because the students of both universities have to take the same state examination.",State university,Hochschule für öffentliche Verwaltung Kehl Kinzigallee 1 77694 Kehl,,
RSH Düsseldorf,https://static.studycheck.de/media/images/institute_logos/rectangle/rsh-duesseldorf/rsh-duesseldorf.jpg,,,,RSH Düsseldorf Fischerstraße 110 40476 Düsseldorf,,
Uni Bamberg,https://static.studycheck.de/media/images/institute_logos/rectangle/uni-bamberg/uni-bamberg.jpg,https://www.uni-bamberg.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Studying in Bamberg means living in a lively and relaxed university city with a historical spirit and a pronounced cultural offer..The charm of the historic city attracts many prospective students, because Bamberg is undoubtedly one of the most beautiful cities and has been a UNESCO World Heritage since 1993.The university's equipment, on the other hand, is forward -looking. The city offers a wide range of leisure activities to go out.In addition to a variety of pubs and clubs, the cafés in the city center invite you to take a break, which can take an afternoon, because you always meet friends and acquaintances here. As a compensation, there is compensation in Bamberg's surroundings with Franconian SwitzerlandSteigerwald or the upper Maintal many options for outdoor activities.",State University,Uni Bamberg Kapuzinerstr. 25 96047 Bamberg,+49 (0)951 863-1422,studienberatung@uni-bamberg.de
Lancaster University Leipzig,https://static.studycheck.de/media/images/institute_logos/rectangle/lancaster-uni/lancaster-uni-rectangle.png,,"Lancaster University Leipzig is a Branch Campus of Lancaster University, UK.Lancaster University Leipzig Offers A Range of Degree Programs with the Same Academic Standards and Study Experience as in England.lancaster University Leipzig is Recognized by Saxony's Minister of State for Science and The Arts.The campus is Located in the Heart of Leipzig and Welcomes German, EU Citizens and International Students.our Bachelor Studuns Have the Opportunity to Study The Entire Second Year at Lancaster, Great Britain.in the first and second years of Study, Students are specificallyPrepared for their Professional Careers After Graduation with the Subjects Employability & Career.As a graduate, you will be part of the lancaster university alumni community with over 148,000 graduates in over 180 country.",,"Lancaster University Leipzig Strohsackpassage, Nikolaistraße 10 04109 Leipzig",,
Catalyst,https://static.studycheck.de/media/images/institute_logos/rectangle/catalyst/catalyst_Logo_rectangle_250x85.png,https://catalyst-berlin.com/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"Catalyst - Institute for Creative Arts and Technology is at International Learning Community, Based at the Iconic Funkhaus in the Creative Media Metropolis of Berlin.Our Courses Span Electronic Music Production and Performance, Audio Production, Sound Engineering, Sound for Visual Media, Filmaking, Screenwriting, Visual Effects And Acting.They Range from Summer Short Courses to Bachelor's and Master's Degrees, Validated by our UK Partner Plymouth Marjon University.Our Students Learn in English as part of a community of over 75 nationalities.Based on Project-Based Learning and Collaboration, and Guided by Expert Tutors, Our Progressive Education Model Empower Students To Learn Through “Doing” and Discover Their Unique Creative Identity.Study What You Love, Dream Big and Grow Your Greatness.Find out more at catalyst-berlin.com.",Private academy,Catalyst Nalepastr. 18-50 12459 Berlin,+49 (0)30 2900 9052,admissions@catalyst-berlin.com
TUHH - Technical University of Hamburg,https://static.studycheck.de/media/images/institute_logos/rectangle/tu-hamburg/tuhh.jpg,,"TUHH is one of the youngest universities in Germany.The plans for a technical university in the Süderelbe room go back to the 1920s.50 years later, 1978, the TUHH-with the aim of promoting the structural change in the region-was founded.The society by striving for national and international excellence in its fields of research and developing young engineering with modern teaching and learning methods.",State University,TUHH - TU Hamburg Am Schwarzenberg-Campus 1 21073 Hamburg,,
WHZ - West Saxon University of Applied Sciences Zwickau,https://static.studycheck.de/media/images/institute_logos/rectangle/fh-zwickau/whz_rectangle.png,https://www.fh-zwickau.de/?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"The West Saxon University of Zwickau is a University of Applied Sciences in Zwickau.This also includes the university facilities in the Southwest Saxon locations Markneukirchen, Reichenbach in the Vogtland and Schneeberg.The 3 pillars of the studies are technology, economy and quality of life.In addition to Bachelor and Master programs, the degree in the graduate engineer (FH) will continue to be awarded in many courses.in the fields of mechanical engineering, motor vehicle technology and industrial engineering.",State university,WHZ - Westsächsische Hochschule Zwickau Kornmarkt 1 08056 Zwickau,+49 (0)375 536 0,studienberatung@fh-zwickau.de
Koblenz University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-koblenz/hs-koblenz.jpg,https://www.hs-koblenz.de/home/,"Every year it draws people from near & far to the Middle Rhine, which is most beautiful on the 180 km route between Cologne and Mainz.The Koblenz University of Applied Sciences is exactly halfway.At 3 locations and 6 departments, prospective students can choose between more than 70 courses.Bachelor & master's degrees are offered, as a full-time, dual or distance learning- from basic courses to specialized, innovative courses, the university has an offer tailored to the needs of the labor market.Studied at the Koblenz University of Applied Sciences particularly attractive.Graduates are often recruited before their studies have been completed.Internationality also plays a major role.Students learn foreign languages ​​and whoever wants to study or work abroad.International guests enrich the colorful life on the campus.Around 10,000 young women and men are currently studying at the Koblenz, Remagen and Höhr-Grenzhausen locations.",State university,Hochschule Koblenz Konrad-Zuse-Straße 1 56075 Koblenz,+49 (0)261 9528-0,
Brothers Grimm Vocational Academy,https://static.studycheck.de/media/images/institute_logos/rectangle/bg-ba-hanau/bg-ba_logo_rectangle.png,,"The Brüder-Grimm Vocational Academy Hanau has been connected to the Hanau State Academy since autumn 2012.It offers three training -integrated, dual courses with creative and business orientation.The students for design management, product design and innovation management are also vocational students of the drawing academy and end the studies and training both with the Bachelor of Arts and with the vocational school leaving certificate equivalent to the journeyman's letter.",Private academy,Brüder-Grimm-Berufsakademie Akademiestr. 52 63450 Hanau,,
Zittau/Görlitz University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/hs-zittau/hs-zittau.jpg,http://www.hszg.de?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Hochschule,"In the middle of the border triangle we are the university in the eastern part of Germany in the immediate vicinity of Poland and the Czech Republic.Each of our two locations is unique.Depending on the election, you study in the well-known Hollywood film city of Görlitz or in the picturesque city of Zittau at the foot of the nature park.Here you get an intercultural mix of leisure and cultural offers and quickly notice how attractive studying and living across national borders can be.Dresden, Prague, Breslau, the Zittauer Mountains and two beautiful lakes- everything practically directly on the doorstep.We maintain a family handling.Due to the close linking of research and teaching, we will include you from the start to current research tasks.With our ""University for Future"" program you will shape your university of the future.",State university,Hochschule Zittau/Görlitz Theodor-Körner-Allee 16 02763 Zittau,+49 (0)3583 612-3055,stud.info@hszg.de
VWA Business School,https://static.studycheck.de/media/images/institute_logos/rectangle/vwa-bs/vwa_rectangle.png,,"With the aim of bee to Award State-Recognized Academic Degrees, the Freiburg Academy of Administration and Business (VWA) Founded the Vwa Business School in Cooperation with the Renown Steinbeis University in 2015. Our Institute is Central Located in the Freiburg House House Of AcademiesOn Eisenbahnstrasse.our Business-Oriented Study Program IS Designed to Be Career-Ininteged for Both Career Starers and Working Professionals. Quality is very important and realized, among other things, through the state recognition of the Steinbeis University and the accreditation of the study programs.Feedback and impulses from regular teaching evaluations are used for continuous further development in research and teaching.",State Academy,VWA Business School Eisenbahnstraße 56 79098 Freiburg im Breisgau,,
Hertie School,https://static.studycheck.de/media/images/institute_logos/rectangle/hertieschool/Hertie_rectangle.png,,,Private university,Hertie School Friedrichstraße 180 10117 Berlin,,
PH Carinthia,https://static.studycheck.de/media/images/institute_logos/rectangle/ph-kaernten/ph-kaernten.jpg,,,State university,PH Kärnten Hubertusstraße 1 9020 Klagenfurt am Wörthersee,,
Glauchau University of Applied Sciences,https://static.studycheck.de/media/images/institute_logos/rectangle/ba-glauchau/ba-glauchau.jpg,,"The Vocational Academy of Saxony was founded in 1991 as a state education institution of the tertiary area in 1991.The essential feature of the course is the dual principle: business and science cooperate in the demanding academic and at the same time practical training.At the Saxony Vocational Academy, business, engineering-technical and social science content are offered.Each semester includes a scientific-theoretical and a practical section of study.Both study sections are coordinated in terms of content and organization.The study is carried out in seminar groups of usually 30 students, so that there is an optimal care relationship between teachers and students.",State Academy,Berufsakademie Glauchau Kopernikusstraße 51 08371 Glauchau,,
HFM - University of Music Karlsruhe,https://static.studycheck.de/media/images/institute_logos/rectangle/hfm-karlsruhe/hfm-karlsruhe.jpg,,"The origin of the Karlsruhe University of Music goes back to 1812 when a musical educational institute for wind players and - two years later - a ""singing institution"" were founded in the private initiative.In the ""music education institution"" founded in 1837 in 1837, state and urban funding was already taught according to precise curricula.This music institution was united in 1910 with the ""Grand Ducal Conservatory"" founded by Heinrich Ordenstein in 1883.In 1929 the ""Baden University of Music"" was created.The state of Baden-Württemberg took over this institution in 1971 and led it to the ""State University of Music Karlsruhe"". For time, over 500 students are enrolled at the Karlsruhe University of Music.The teaching staff comprises 57 full -time professors and teachers as well as around 185 lecturers.",State university,HFM - Hochschule für Musik Karlsruhe Am Schloss Gottesaue 7 76131 Karlsruhe,,
University of Social Work and Education (HSAP),https://static.studycheck.de/media/images/institute_logos/rectangle/hsap/642e919f0856e_hsap-logo-2023.png,,"Founded in 2013, the University of Social Work and Pedagogy (HSAP) has been the first German university to offer the sought -after course ""Social Pedagogy with a focus on all -day school"". This has been further developed in the past few years. Today there is the course ""Social Work with a focus onAll-day school ""and"" social work with a focus on child and youth welfare "". In addition, the dual course of study"" childhood education ""has been offered since 2017. From the winter semester 2020/21Newly introduced online presence format and with various specializations- enables a further course of study in Berlin.This first master's offer at the HSAP is to follow another summer semester 2023 at the latest: a master's program ""School Social Work"". The HSAP is a small private university.For you, this means that you always study intensively in manageable seminar groups at the HSAP.The guaranteed personal speech and an open ear for experienced in practice.The teachers and practical leaders look back on many years of experience in child and youth welfare and in pedagogical work.These experiences flow continuously into the study design.",Private university,Hochschule für Soziale Arbeit und Pädagogik (HSAP) Alt-Stralau 37-39 10245 Berlin,,
Film University Babelsberg,https://static.studycheck.de/media/images/institute_logos/rectangle/fbkw/fbkw.jpg,,"The Film University Babelsberg Konrad Wolf - founded in 1954 as a German University of Film - is not just the only university of art in the state of Brandenburg.It is the oldest and at the same time one of the most modern and largest film universities in Germany.Located directly on the site of the renowned and globally recognized film city, the HFF became an integral part of Potsdam-Babelsberg, which was unique in Europe.The form of film training, film production and film distribution, which has grown here, is unique in its form and offers an attractive and international framework for studying.The aim of all artistic, artistic-technological and scientific training opportunities and research activities of the HFF is to ensure first-class training for the selected talents.In order to promote special talents and skills of the individual, she has committed herself from the start of a commercial-oriented training philosophy with a wide range of highly specialized teaching and research offers.Artistic freedom and theoretical methodology are linked in a special way with pragmatic requirements and learning on the most modern media technologies.",State university,Filmuni Babelsberg Marlene-Dietrich-Allee 11 14482 Potsdam,,
